src_event_index,src_id,src_text,src_semantic_rep,src_file_name,src_class,src_type,src_content_desc,src_hint,src_parent_text,src_sibling_text,src_fillable_neighbor,src_neighbors,src_label,src_activity,src_atm_neighbor,src_app,target_event_index,target_id,target_text,target_semantic_rep,target_file_name,target_class,target_type,target_content_desc,target_hint,target_parent_text,target_sibling_text,target_fillable_neighbor,target_neighbors,target_label,target_activity,target_atm_neighbor,target_app
8,autocomplete add item,,autocomplete_add_item,,android.widget.EditText,fillable,,,,,,,correct,shopping activity,,Shop4,4,,list,list1,,android.widget.TextView,label,,,,,,,wrong,ui product activity,,Shop4-Shop3
8,autocomplete add item,,autocomplete_add_item,,android.widget.EditText,fillable,,,,,,,correct,shopping activity,,Shop4,4,imageview search,,Search imageview_search,,android.widget.TextView,clickable,search,,,,,,wrong,ui product activity,,Shop4-Shop3
8,autocomplete add item,,autocomplete_add_item,,android.widget.EditText,fillable,,,,,,,correct,shopping activity,,Shop4,4,,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,ui product activity,,Shop4-Shop3
8,autocomplete add item,,autocomplete_add_item,,android.widget.EditText,fillable,,,,,,,correct,shopping activity,,Shop4,5,button,okay,Okay,,android.widget.Button,clickable,,,,,,,wrong,ui product activity,,Shop4-Shop3
8,autocomplete add item,,autocomplete_add_item,,android.widget.EditText,fillable,,,,,,,correct,shopping activity,,Shop4,5,dialog title,new product,New Product,,android.widget.TextView,label,,,,,,,wrong,ui product activity,,Shop4-Shop3
8,autocomplete add item,,autocomplete_add_item,,android.widget.EditText,fillable,,,,,,,correct,shopping activity,,Shop4,5,input counter,,0 / 40,,android.widget.TextView,label,,,product name,,,,wrong,ui product activity,,Shop4-Shop3
8,autocomplete add item,,autocomplete_add_item,,android.widget.EditText,fillable,,,,,,,correct,shopping activity,,Shop4,5,product button minus,,-,,android.widget.Button,clickable,,,,,,,wrong,ui product activity,,Shop4-Shop3
8,autocomplete add item,,autocomplete_add_item,,android.widget.EditText,fillable,,,,,,,correct,shopping activity,,Shop4,5,product button plus,,+,,android.widget.Button,clickable,,,,,,,wrong,ui product activity,,Shop4-Shop3
8,autocomplete add item,,autocomplete_add_item,,android.widget.EditText,fillable,,,,,,,correct,shopping activity,,Shop4,5,quantity,,quantity,,android.widget.EditText,fillable,,,qty,,,,wrong,ui product activity,,Shop4-Shop3
8,autocomplete add item,,autocomplete_add_item,,android.widget.EditText,fillable,,,,,,,correct,shopping activity,,Shop4,5,product price,,product_price,,android.widget.EditText,fillable,,,price,,,,wrong,ui product activity,,Shop4-Shop3
8,autocomplete add item,,autocomplete_add_item,,android.widget.EditText,fillable,,,,,,,correct,shopping activity,,Shop4,5,expand button,,ic_keyboard_arrow_down_white_48sp expand_button,ic keyboard arrow white sp,android.widget.ImageButton,clickable,,,,,,,wrong,ui product activity,,Shop4-Shop3
8,autocomplete add item,,autocomplete_add_item,,android.widget.EditText,fillable,,,,,,,correct,shopping activity,,Shop4,5,product note,,product_notes,,android.widget.EditText,fillable,,,note,,,,wrong,ui product activity,,Shop4-Shop3
8,autocomplete add item,,autocomplete_add_item,,android.widget.EditText,fillable,,,,,,,correct,shopping activity,,Shop4,7,input counter,,5 / 40,,android.widget.TextView,label,,,product name,item,,,wrong,ui product activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,7,button,okay,Okay,,android.widget.Button,clickable,,,,,,,correct,ui product activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,0,btn skip,skip,Skip,,android.widget.Button,clickable,,,,,,,wrong,ui tutorial activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,0,view pager,welcome,Welcome,,android.widget.TextView,label,,,,,,,wrong,ui tutorial activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,0,view pager,app create manage shopping list prioritize deadline reminder,With this app you can create and manage shopping lists. Lists can be prioritized have deadlines reminders and more.,,android.widget.TextView,label,,,,,,,wrong,ui tutorial activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,0,,,â_¢,,android.widget.TextView,label,,,,,,,wrong,ui tutorial activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,0,btn next,next,Next,,android.widget.Button,clickable,,,,,,,wrong,ui tutorial activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,1,fab new list,,ic_input_add fab_new_list,ic input add,android.widget.ImageButton,clickable,,,,,,,wrong,ui main activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,1,coordinator layout,shopping list,Shopping List,,android.widget.TextView,label,,,,,,,wrong,ui main activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,1,coordinator layout,,Open navigation drawer,,android.widget.ImageButton,clickable,open navigation drawer,,,,,,wrong,ui main activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,1,coordinator layout,n shopping list,You don't have any shopping lists,,android.widget.TextView,label,,,,,,,wrong,ui main activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,1,coordinator layout,create list,CREATE A LIST,,android.widget.TextView,label,,,,,,,wrong,ui main activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,2,list name,,list_name,,android.widget.EditText,fillable,,,shopping list name,,,,wrong,ui main activity,priority,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,2,dialog title,new list,New List,,android.widget.TextView,label,,,,,,,wrong,ui main activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,2,input counter,,0 / 40,,android.widget.TextView,label,,,shopping list name,,,,wrong,ui main activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,2,priority spinner content,priority,Priority,,android.widget.TextView,label,,,,,,,wrong,ui main activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,2,set deadline,deadline,Deadline,,android.widget.TextView,label,,,,,,,wrong,ui main activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,2,priority spinner,normal,Normal priority_spinner,,android.widget.TextView,clickable,,,,,,,wrong,ui main activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,2,list note,,list_notes Priority,,android.widget.EditText,fillable,,,note,,,Priority Priority,wrong,ui main activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,2,button,cancel,,,android.widget.Button,clickable,,,,,,,wrong,ui main activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,2,button,okay,Okay,,android.widget.Button,clickable,,,,,,,wrong,ui main activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,3,list name,list,list_name,,android.widget.EditText,fillable,,,shopping list name,,,,wrong,ui main activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,3,input counter,,5 / 40,,android.widget.TextView,label,,,shopping list name,list,,,wrong,ui main activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,3,list note,,list_notes Priority,,android.widget.EditText,fillable,,,note,,,Priority Priority,wrong,ui main activity,priority,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,4,fab new product,,ic_input_add fab_new_product,ic input add,android.widget.ImageButton,clickable,,,,,,,wrong,ui product activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,4,,list,list1,,android.widget.TextView,label,,,,,,,wrong,ui product activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,4,imageview search,,Search imageview_search,,android.widget.TextView,clickable,search,,,,,,wrong,ui product activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,4,,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,ui product activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,4,,list contain product,This list does not contain any products,,android.widget.TextView,label,,,,,,,wrong,ui product activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,5,dialog title,new product,New Product,,android.widget.TextView,label,,,,,,,wrong,ui product activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,5,product name,,product_name,,android.widget.EditText,fillable,,,product name,,,,wrong,ui product activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,5,input counter,,0 / 40,,android.widget.TextView,label,,,product name,,,,wrong,ui product activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,5,product button minus,,-,,android.widget.Button,clickable,,,,,,,wrong,ui product activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,5,product button plus,,+,,android.widget.Button,clickable,,,,,,,wrong,ui product activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,5,quantity,,quantity,,android.widget.EditText,fillable,,,qty,,,,wrong,ui product activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,5,product price,,product_price,,android.widget.EditText,fillable,,,price,,,,wrong,ui product activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,5,expand button,,ic_keyboard_arrow_down_white_48sp expand_button,ic keyboard arrow white sp,android.widget.ImageButton,clickable,,,,,,,wrong,ui product activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,5,product note,,product_notes,,android.widget.EditText,fillable,,,note,,,,wrong,ui product activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,5,button,cancel,,,android.widget.Button,clickable,,,,,,,wrong,ui product activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,7,product name,item,product_name,,android.widget.EditText,fillable,,,product name,,,,wrong,ui product activity,,Shop4-Shop3
9,button add item,add,Add,,android.widget.Button,clickable,,,,,,,correct,shopping activity,,Shop4,7,input counter,,5 / 40,,android.widget.TextView,label,,,product name,item,,,wrong,ui product activity,,Shop4-Shop3
0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a44,0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a44-a45
0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a44,0,folder name,inbox,Inbox 2,,android.widget.TextView,clickable,,,,,,,wrong,ru mail ui slide stack activity,,a44-a45
0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a44,0,drawer layout,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,ru mail ui slide stack activity,,a44-a45
0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a44,0,toolbar action new,,New Message toolbar_action_new,,android.widget.TextView,clickable,new message,,,,,,wrong,ru mail ui slide stack activity,,a44-a45
0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a44,1,search text,search text,Search Text,,android.widget.EditText,fillable,,,,,,,wrong,ru mail ui search activity,,a44-a45
0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a44,1,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,wrong,ru mail ui search activity,,a44-a45
0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a44,1,toolbar action cancel,,Cancel toolbar_action_cancel,,android.widget.TextView,clickable,cancel,,,,,,wrong,ru mail ui search activity,,a44-a45
0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a44,1,advanced search,,ic_arrow_down_contrast advanced_search,ic arrow contrast,android.widget.ImageButton,clickable,,,,,,,wrong,ru mail ui search activity,,a44-a45
0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a44,1,,all,all,,android.widget.TextView,clickable,,,,,,,wrong,ru mail ui search activity,,a44-a45
0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a44,1,,from,from,,android.widget.TextView,clickable,,,,,,,wrong,ru mail ui search activity,,a44-a45
0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a44,1,,to,to,,android.widget.TextView,clickable,,,,,,,wrong,ru mail ui search activity,,a44-a45
0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,correct,ru mail ui slide stack activity,,a44,1,,subject,subject,,android.widget.TextView,clickable,,,,,,,wrong,ru mail ui search activity,,a44-a45
1,search text,search text,Search Text,,android.widget.EditText,fillable,,,,,,,correct,ru mail ui search activity,,a44,1,search text,search text,Search Text,,android.widget.EditText,fillable,,,,,,,correct,ru mail ui search activity,,a44-a45
1,search text,search text,Search Text,,android.widget.EditText,fillable,,,,,,,correct,ru mail ui search activity,,a44,0,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,wrong,ru mail ui slide stack activity,,a44-a45
1,search text,search text,Search Text,,android.widget.EditText,fillable,,,,,,,correct,ru mail ui search activity,,a44,0,folder name,inbox,Inbox 2,,android.widget.TextView,clickable,,,,,,,wrong,ru mail ui slide stack activity,,a44-a45
1,search text,search text,Search Text,,android.widget.EditText,fillable,,,,,,,correct,ru mail ui search activity,,a44,0,drawer layout,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,ru mail ui slide stack activity,,a44-a45
1,search text,search text,Search Text,,android.widget.EditText,fillable,,,,,,,correct,ru mail ui search activity,,a44,0,toolbar action new,,New Message toolbar_action_new,,android.widget.TextView,clickable,new message,,,,,,wrong,ru mail ui slide stack activity,,a44-a45
1,search text,search text,Search Text,,android.widget.EditText,fillable,,,,,,,correct,ru mail ui search activity,,a44,1,toolbar action search,,Search toolbar_action_search,,android.widget.TextView,clickable,search,,,,,,wrong,ru mail ui search activity,,a44-a45
1,search text,search text,Search Text,,android.widget.EditText,fillable,,,,,,,correct,ru mail ui search activity,,a44,1,toolbar action cancel,,Cancel toolbar_action_cancel,,android.widget.TextView,clickable,cancel,,,,,,wrong,ru mail ui search activity,,a44-a45
1,search text,search text,Search Text,,android.widget.EditText,fillable,,,,,,,correct,ru mail ui search activity,,a44,1,advanced search,,ic_arrow_down_contrast advanced_search,ic arrow contrast,android.widget.ImageButton,clickable,,,,,,,wrong,ru mail ui search activity,,a44-a45
1,search text,search text,Search Text,,android.widget.EditText,fillable,,,,,,,correct,ru mail ui search activity,,a44,1,,all,all,,android.widget.TextView,clickable,,,,,,,wrong,ru mail ui search activity,,a44-a45
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,0,url edittext,http duckduckgo com kao kak,https://duckduckgo.com/?kao=-1&kak=-1,,android.widget.EditText,fillable,,,,,,,correct,com stoutner privacybrowser activity main web view,,a11b2-a13b2
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,0,toggle javascript,,JavaScript toggle_javascript,,android.widget.TextView,clickable,java script,,,,,,wrong,com stoutner privacybrowser activity main web view,,a11b2-a13b2
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,0,root coordinatorlayout,,Open Navigation Drawer,,android.widget.ImageButton,clickable,open navigation drawer,,,,,,wrong,com stoutner privacybrowser activity main web view,,a11b2-a13b2
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,0,root coordinatorlayout,,,,android.widget.EditText,fillable,,,,,,,wrong,com stoutner privacybrowser activity main web view,,a11b2-a13b2
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,0,root coordinatorlayout,,S,,android.widget.Button,clickable,s,,,,,,wrong,com stoutner privacybrowser activity main web view,,a11b2-a13b2
1,search,search,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,1,url edittext,http duckduckgo com kao kak,https://duckduckgo.com/?kao=-1&kak=-1,,android.widget.EditText,fillable,,,,,https://duckduckgo.com/?kao=-1&kak=-1,,correct,com stoutner privacybrowser activity main web view,,a11b2-a13b2
1,search,search,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,0,toggle javascript,,JavaScript toggle_javascript,,android.widget.TextView,clickable,java script,,,,,,wrong,com stoutner privacybrowser activity main web view,,a11b2-a13b2
1,search,search,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,0,root coordinatorlayout,,Open Navigation Drawer,,android.widget.ImageButton,clickable,open navigation drawer,,,,,,wrong,com stoutner privacybrowser activity main web view,,a11b2-a13b2
1,search,search,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,0,root coordinatorlayout,,,,android.widget.EditText,fillable,,,,,,,wrong,com stoutner privacybrowser activity main web view,,a11b2-a13b2
1,search,search,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,0,root coordinatorlayout,,S,,android.widget.Button,clickable,s,,,,,,wrong,com stoutner privacybrowser activity main web view,,a11b2-a13b2
2,search,http www ic uci edu,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,2,url edittext,http www ic uci edu,https://duckduckgo.com/?kao=-1&kak=-1,,android.widget.EditText,fillable,,,,,https://duckduckgo.com/?kao=-1&kak=-1,,correct,com stoutner privacybrowser activity main web view,,a11b2-a13b2
2,search,http www ic uci edu,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,0,toggle javascript,,JavaScript toggle_javascript,,android.widget.TextView,clickable,java script,,,,,,wrong,com stoutner privacybrowser activity main web view,,a11b2-a13b2
2,search,http www ic uci edu,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,0,root coordinatorlayout,,Open Navigation Drawer,,android.widget.ImageButton,clickable,open navigation drawer,,,,,,wrong,com stoutner privacybrowser activity main web view,,a11b2-a13b2
2,search,http www ic uci edu,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,0,root coordinatorlayout,,,,android.widget.EditText,fillable,,,,,,,wrong,com stoutner privacybrowser activity main web view,,a11b2-a13b2
2,search,http www ic uci edu,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,0,root coordinatorlayout,,S,,android.widget.Button,clickable,s,,,,,,wrong,com stoutner privacybrowser activity main web view,,a11b2-a13b2
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,1,main omnibox input,search type url,Search or type URL,,android.widget.EditText,fillable,,,,,,,correct,activity browser,,a11b2-a14b2
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,0,float button ok,,check_white floatButton_ok,check white,android.widget.ImageButton,clickable,,,,,,,wrong,activity browser,,a11b2-a14b2
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,0,dialog title,changelog,Changelog,,android.widget.TextView,label,,,,,,,wrong,activity browser,,a11b2-a14b2
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,0,dialog,project site http github com scoute dich browser changelog blob master md version please read help dialog information  new track header button tab preview save website pdf show link context menu fix apply cookie whitelist switch scroll issue screen rotation update ui spanish translation thanks herman nu ez chinese smallgat,"Project site: https://github.com/scoute-dich/Browser Changelog: https://github.com/scoute-dich/browser/blob/master/CHANGELOG.md Version: 5.8 Please read the ""Help dialog"" for more information. â_ª new: do not track header â_ª new: + button in tab preview â_ª new: save websites as PDF â_ª new: show link in context menu â_ª fix: not applying cookie whitelist when switching tabs â_ª fix: scrolling issue â_ª fix: screen rotation issues â_ª updated: UI + dialogs â_ª updated: Spanish translation (thanks to @Herman Nu_±ez) â_ª updated: Chinese translation (thanks to @smallg0at)",,android.widget.TextView,clickable,,,,,,,wrong,activity browser,,a11b2-a14b2
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,0,float button help,,icon_help floatButton_help,icon help,android.widget.ImageButton,clickable,,,,,,,wrong,activity browser,,a11b2-a14b2
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,0,float button setting,,icon_settings floatButton_settings,icon setting,android.widget.ImageButton,clickable,,,,,,,wrong,activity browser,,a11b2-a14b2
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,1,open new tab,,icon_earth open_newTab,icon earth,android.widget.ImageButton,clickable,,,,,,,wrong,activity browser,,a11b2-a14b2
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,1,open bookmark,,icon_bookmark open_bookmark,icon bookmark,android.widget.ImageButton,clickable,,,,,,,wrong,activity browser,,a11b2-a14b2
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,1,open history,,ic_action_history open_history,ic action history,android.widget.ImageButton,clickable,,,,,,,wrong,activity browser,,a11b2-a14b2
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,1,open pas,,icon_key open_pass,icon key,android.widget.ImageButton,clickable,,,,,,,wrong,activity browser,,a11b2-a14b2
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,1,omnibox refresh,,ic_action_refresh omnibox_refresh,ic action refresh,android.widget.ImageButton,clickable,,,,search type url,,,wrong,activity browser,,a11b2-a14b2
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,1,omnibox overflow,,ic_action_overflow omnibox_overflow,ic action overflow,android.widget.ImageButton,clickable,,,,,,,wrong,activity browser,,a11b2-a14b2
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,3,,,Search ICS Website,,android.widget.EditText,fillable,search ic website,,,,,,wrong,activity browser,,a11b2-a14b2
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,3,,,Toggle navigation,,android.widget.Button,clickable,toggle navigation,,,,,,wrong,activity browser,,a11b2-a14b2
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,3,,,Previous,,android.widget.Button,clickable,previous,,,,,,wrong,activity browser,,a11b2-a14b2
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,3,,,Next,,android.widget.Button,clickable,next,,,,,,wrong,activity browser,,a11b2-a14b2
0,search,search,Search,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a11b2,3,omnibox refresh,,ic_action_refresh omnibox_refresh,ic action refresh,android.widget.ImageButton,clickable,,,,http www ic uci edu,,,wrong,activity browser,,a11b2-a14b2
1,search,search,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,2,main omnibox input,search type url,Search or type URL,,android.widget.EditText,fillable,,,,,Search or type URL,,correct,activity browser,,a11b2-a14b2
1,search,search,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,0,float button ok,,check_white floatButton_ok,check white,android.widget.ImageButton,clickable,,,,,,,wrong,activity browser,,a11b2-a14b2
1,search,search,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,0,dialog title,changelog,Changelog,,android.widget.TextView,label,,,,,,,wrong,activity browser,,a11b2-a14b2
1,search,search,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,0,dialog,project site http github com scoute dich browser changelog blob master md version please read help dialog information  new track header button tab preview save website pdf show link context menu fix apply cookie whitelist switch scroll issue screen rotation update ui spanish translation thanks herman nu ez chinese smallgat,"Project site: https://github.com/scoute-dich/Browser Changelog: https://github.com/scoute-dich/browser/blob/master/CHANGELOG.md Version: 5.8 Please read the ""Help dialog"" for more information. â_ª new: do not track header â_ª new: + button in tab preview â_ª new: save websites as PDF â_ª new: show link in context menu â_ª fix: not applying cookie whitelist when switching tabs â_ª fix: scrolling issue â_ª fix: screen rotation issues â_ª updated: UI + dialogs â_ª updated: Spanish translation (thanks to @Herman Nu_±ez) â_ª updated: Chinese translation (thanks to @smallg0at)",,android.widget.TextView,clickable,,,,,,,wrong,activity browser,,a11b2-a14b2
1,search,search,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,0,float button help,,icon_help floatButton_help,icon help,android.widget.ImageButton,clickable,,,,,,,wrong,activity browser,,a11b2-a14b2
1,search,search,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,0,float button setting,,icon_settings floatButton_settings,icon setting,android.widget.ImageButton,clickable,,,,,,,wrong,activity browser,,a11b2-a14b2
1,search,search,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,1,open new tab,,icon_earth open_newTab,icon earth,android.widget.ImageButton,clickable,,,,,,,wrong,activity browser,,a11b2-a14b2
1,search,search,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,1,open bookmark,,icon_bookmark open_bookmark,icon bookmark,android.widget.ImageButton,clickable,,,,,,,wrong,activity browser,,a11b2-a14b2
1,search,search,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,1,open history,,ic_action_history open_history,ic action history,android.widget.ImageButton,clickable,,,,,,,wrong,activity browser,,a11b2-a14b2
1,search,search,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,1,open pas,,icon_key open_pass,icon key,android.widget.ImageButton,clickable,,,,,,,wrong,activity browser,,a11b2-a14b2
1,search,search,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,1,omnibox refresh,,ic_action_refresh omnibox_refresh,ic action refresh,android.widget.ImageButton,clickable,,,,search type url,,,wrong,activity browser,,a11b2-a14b2
1,search,search,Search,,android.widget.EditText,fillable,,,,,Search,,correct,main activity,,a11b2,1,omnibox overflow,,ic_action_overflow omnibox_overflow,ic action overflow,android.widget.ImageButton,clickable,,,,,,,wrong,activity browser,,a11b2-a14b2
