src_app,target_app,src_event_index,target_label,src_class,target_class,src_type,target_type,target_event_index,src_text,src_id,src_content_desc,src_hint,src_parent_text,src_sibling_text,src_activity,target_text,target_id,target_content_desc,target_hint,target_parent_text,target_sibling_text,target_activity,w2v
Shop2,Shop2-Shop1,2,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,0,ok,button,,,,,br com vansact main app,,fab,,,,,main activity,0.3417951501905918
Shop2,Shop2-Shop1,2,wrong,android.widget.Button,android.widget.TextView,clickable,label,0,ok,button,,,,,br com vansact main app,shopping list,drawer layout,,,,,main activity,0.3016717756787936
Shop2,Shop2-Shop1,2,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,0,ok,button,,,,,br com vansact main app,,drawer layout,open navigation drawer,,,,main activity,0.4374442994594574
Shop2,Shop2-Shop1,2,wrong,android.widget.Button,android.widget.TextView,clickable,label,0,ok,button,,,,,br com vansact main app,shopping list add one use button,empty listview view,,,,,main activity,0.28513190895318985
Shop2,Shop2-Shop1,2,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,1,ok,button,,,,,br com vansact main app,shopping list name,shopping list name,,,,,shopping list edit activity,0.15447471616789699
Shop2,Shop2-Shop1,2,wrong,android.widget.Button,android.widget.TextView,clickable,label,1,ok,button,,,,,br com vansact main app,add shopping list,,,,,,shopping list edit activity,0.1348502163309604
Shop2,Shop2-Shop1,2,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,1,ok,button,,,,,br com vansact main app,,,navigate,,,,shopping list edit activity,0.1591756292618811
Shop2,Shop2-Shop1,2,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,1,ok,button,,,,,br com vansact main app,description,shopping list description,,,,,shopping list edit activity,0.13717886386439204
Shop2,Shop2-Shop1,2,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,2,ok,button,,,,,br com vansact main app,list,shopping list name,,,,,shopping list edit activity,0.12475399253889918
Shop2,Shop2-Shop3,0,correct,android.widget.TextView,android.widget.ImageButton,clickable,clickable,1,,action add,new list,,,,br com vansact main app,,fab new list,,,,,ui main activity,0.33305859814087546
Shop2,Shop2-Shop3,0,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,0,,action add,new list,,,,br com vansact main app,skip,btn skip,,,,,ui tutorial activity,0.19417377188801765
Shop2,Shop2-Shop3,0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0,,action add,new list,,,,br com vansact main app,welcome,view pager,,,,,ui tutorial activity,0.154696028213948
Shop2,Shop2-Shop3,0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0,,action add,new list,,,,br com vansact main app,app create manage shopping list prioritize deadline reminder,view pager,,,,,ui tutorial activity,0.154696028213948
Shop2,Shop2-Shop3,0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0,,action add,new list,,,,br com vansact main app,,,,,,,ui tutorial activity,0.2493767812848091
Shop2,Shop2-Shop3,0,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,0,,action add,new list,,,,br com vansact main app,next,btn next,,,,,ui tutorial activity,0.17337700724601746
Shop2,Shop2-Shop3,0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,1,,action add,new list,,,,br com vansact main app,shopping list,coordinator layout,,,,,ui main activity,0.2602393260846535
Shop2,Shop2-Shop3,0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,1,,action add,new list,,,,br com vansact main app,,coordinator layout,open navigation drawer,,,,ui main activity,0.2460692206190692
Shop2,Shop2-Shop3,0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,1,,action add,new list,,,,br com vansact main app,n shopping list,coordinator layout,,,,,ui main activity,0.2602393260846535
Shop2,Shop2-Shop3,0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,2,,action add,new list,,,,br com vansact main app,,list name,,,shopping list name,,ui main activity,0.3036720554033915
Shop2,Shop2-Shop3,0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,2,,action add,new list,,,,br com vansact main app,new list,dialog title,,,,,ui main activity,0.3048367860416571
Shop2,Shop2-Shop3,0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,2,,action add,new list,,,,br com vansact main app,,input counter,,,shopping list name,,ui main activity,0.3186018864313761
Shop2,Shop2-Shop3,0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,2,,action add,new list,,,,br com vansact main app,priority,priority spinner content,,,,,ui main activity,0.3102558727065722
Shop2,Shop2-Shop3,0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,2,,action add,new list,,,,br com vansact main app,deadline,set deadline,,,,,ui main activity,0.3123625429968039
Shop2,Shop2-Shop3,0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,2,,action add,new list,,,,br com vansact main app,normal,priority spinner,,,,,ui main activity,0.28240764110038674
Shop2,Shop2-Shop3,0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,2,,action add,new list,,,,br com vansact main app,,list note,,,note,,ui main activity,0.31422680864731467
Shop2,Shop2-Shop3,0,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,2,,action add,new list,,,,br com vansact main app,cancel,button,,,,,ui main activity,0.31044437984625495
Shop2,Shop2-Shop3,0,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,2,,action add,new list,,,,br com vansact main app,okay,button,,,,,ui main activity,0.31044437984625495
Shop2,Shop2-Shop3,0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,3,,action add,new list,,,,br com vansact main app,list,list name,,,shopping list name,,ui main activity,0.3036720554033915
Shop2,Shop2-Shop3,0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,3,,action add,new list,,,,br com vansact main app,,input counter,,,shopping list name,list,ui main activity,0.3186018864313761
Shop2,Shop2-Shop3,0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,3,,action add,new list,,,,br com vansact main app,,list note,,,note,,ui main activity,0.31422680864731467
Shop2,Shop2-Shop3,1,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,2,,,,,,,br com vansact main app,,list name,,,shopping list name,,ui main activity,0.48273371656735736
Shop2,Shop2-Shop3,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,0,,,,,,,br com vansact main app,skip,btn skip,,,,,ui tutorial activity,0.2493767812848091
Shop2,Shop2-Shop3,1,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,,,,,,,br com vansact main app,welcome,view pager,,,,,ui tutorial activity,0.2493767812848091
Shop2,Shop2-Shop3,1,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,,,,,,,br com vansact main app,,,,,,,ui tutorial activity,0.2493767812848091
Shop2,Shop2-Shop3,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,0,,,,,,,br com vansact main app,next,btn next,,,,,ui tutorial activity,0.2493767812848091
Shop2,Shop2-Shop3,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,,,,,,,br com vansact main app,,fab new list,,,,,ui main activity,0.48273371656735736
Shop2,Shop2-Shop3,1,wrong,android.widget.EditText,android.widget.TextView,fillable,label,1,,,,,,,br com vansact main app,shopping list,coordinator layout,,,,,ui main activity,0.48273371656735736
Shop2,Shop2-Shop3,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,,,,,,,br com vansact main app,,coordinator layout,open navigation drawer,,,,ui main activity,0.48273371656735736
Shop2,Shop2-Shop3,1,wrong,android.widget.EditText,android.widget.TextView,fillable,label,2,,,,,,,br com vansact main app,new list,dialog title,,,,,ui main activity,0.48273371656735736
Shop2,Shop2-Shop3,1,wrong,android.widget.EditText,android.widget.TextView,fillable,label,2,,,,,,,br com vansact main app,,input counter,,,shopping list name,,ui main activity,0.48273371656735736
Shop2,Shop2-Shop3,1,wrong,android.widget.EditText,android.widget.TextView,fillable,label,2,,,,,,,br com vansact main app,priority,priority spinner content,,,,,ui main activity,0.48273371656735736
Shop2,Shop2-Shop3,1,wrong,android.widget.EditText,android.widget.TextView,fillable,label,2,,,,,,,br com vansact main app,deadline,set deadline,,,,,ui main activity,0.48273371656735736
Shop2,Shop2-Shop3,1,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,2,,,,,,,br com vansact main app,normal,priority spinner,,,,,ui main activity,0.48273371656735736
Shop2,Shop2-Shop3,1,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,2,,,,,,,br com vansact main app,,list note,,,note,,ui main activity,0.48273371656735736
Shop2,Shop2-Shop3,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,2,,,,,,,br com vansact main app,cancel,button,,,,,ui main activity,0.48273371656735736
Shop2,Shop2-Shop3,1,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,3,,,,,,,br com vansact main app,list,list name,,,shopping list name,,ui main activity,0.48273371656735736
Shop2,Shop2-Shop3,1,wrong,android.widget.EditText,android.widget.TextView,fillable,label,3,,,,,,,br com vansact main app,,input counter,,,shopping list name,list,ui main activity,0.48273371656735736
Shop2,Shop2-Shop3,1,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,3,,,,,,,br com vansact main app,,list note,,,note,,ui main activity,0.48273371656735736
Shop2,Shop2-Shop3,2,correct,android.widget.Button,android.widget.Button,clickable,clickable,3,ok,button,,,,,br com vansact main app,okay,button,,,,,ui main activity,0.7798377838399676
Shop2,Shop2-Shop3,2,wrong,android.widget.Button,android.widget.Button,clickable,clickable,0,ok,button,,,,,br com vansact main app,skip,btn skip,,,,,ui tutorial activity,0.19285304099321365
Shop2,Shop2-Shop3,2,wrong,android.widget.Button,android.widget.TextView,clickable,label,0,ok,button,,,,,br com vansact main app,welcome,view pager,,,,,ui tutorial activity,0.2240879014134407
Shop2,Shop2-Shop3,2,wrong,android.widget.Button,android.widget.TextView,clickable,label,0,ok,button,,,,,br com vansact main app,app create manage shopping list prioritize deadline reminder,view pager,,,,,ui tutorial activity,0.24749604612588882
Shop2,Shop2-Shop3,2,wrong,android.widget.Button,android.widget.TextView,clickable,label,0,ok,button,,,,,br com vansact main app,,,,,,,ui tutorial activity,0.2493767812848091
Shop2,Shop2-Shop3,2,wrong,android.widget.Button,android.widget.Button,clickable,clickable,0,ok,button,,,,,br com vansact main app,next,btn next,,,,,ui tutorial activity,0.12386835676928361
Shop2,Shop2-Shop3,2,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,1,ok,button,,,,,br com vansact main app,,fab new list,,,,,ui main activity,0.3338466684023539
Shop2,Shop2-Shop3,2,wrong,android.widget.Button,android.widget.TextView,clickable,label,1,ok,button,,,,,br com vansact main app,shopping list,coordinator layout,,,,,ui main activity,0.22867136117484832
Shop2,Shop2-Shop3,2,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,1,ok,button,,,,,br com vansact main app,,coordinator layout,open navigation drawer,,,,ui main activity,0.3279436777035395
Shop2,Shop2-Shop3,2,wrong,android.widget.Button,android.widget.TextView,clickable,label,1,ok,button,,,,,br com vansact main app,n shopping list,coordinator layout,,,,,ui main activity,0.3170098927285936
Shop2,Shop2-Shop3,2,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,2,ok,button,,,,,br com vansact main app,,list name,,,shopping list name,,ui main activity,0.26232741193638903
Shop2,Shop2-Shop3,2,wrong,android.widget.Button,android.widget.TextView,clickable,label,2,ok,button,,,,,br com vansact main app,new list,dialog title,,,,,ui main activity,0.2744947663611836
Shop2,Shop2-Shop3,2,wrong,android.widget.Button,android.widget.TextView,clickable,label,2,ok,button,,,,,br com vansact main app,,input counter,,,shopping list name,,ui main activity,0.24614909705188537
Shop2,Shop2-Shop3,2,wrong,android.widget.Button,android.widget.TextView,clickable,label,2,ok,button,,,,,br com vansact main app,priority,priority spinner content,,,,,ui main activity,0.25017943647172713
Shop2,Shop2-Shop3,2,wrong,android.widget.Button,android.widget.TextView,clickable,label,2,ok,button,,,,,br com vansact main app,deadline,set deadline,,,,,ui main activity,0.1805121325370338
Shop2,Shop2-Shop3,2,wrong,android.widget.Button,android.widget.TextView,clickable,clickable,2,ok,button,,,,,br com vansact main app,normal,priority spinner,,,,,ui main activity,0.29994238085216945
Shop2,Shop2-Shop3,2,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,2,ok,button,,,,,br com vansact main app,,list note,,,note,,ui main activity,0.2557021520204014
Shop2,Shop2-Shop3,2,wrong,android.widget.Button,android.widget.Button,clickable,clickable,2,ok,button,,,,,br com vansact main app,cancel,button,,,,,ui main activity,0.5344502743747499
Shop2,Shop2-Shop3,2,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,3,ok,button,,,,,br com vansact main app,list,list name,,,shopping list name,,ui main activity,0.20427724098165828
Shop2,Shop2-Shop3,2,wrong,android.widget.Button,android.widget.TextView,clickable,label,3,ok,button,,,,,br com vansact main app,,input counter,,,shopping list name,list,ui main activity,0.24614909705188537
Shop2,Shop2-Shop3,2,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,3,ok,button,,,,,br com vansact main app,,list note,,,note,,ui main activity,0.2557021520204014
Shop3,Shop3-Shop1,1,correct,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,0,,fab new list,,,,,ui main activity,,fab,,,,,main activity,0.9999999850988388
Shop3,Shop3-Shop1,1,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,0,,fab new list,,,,,ui main activity,shopping list,drawer layout,,,,,main activity,0.6017695255577564
Shop3,Shop3-Shop1,1,wrong,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,0,,fab new list,,,,,ui main activity,,drawer layout,open navigation drawer,,,,main activity,0.6017695255577564
Shop3,Shop3-Shop1,1,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,0,,fab new list,,,,,ui main activity,shopping list add one use button,empty listview view,,,,,main activity,0.5384408570826054
Shop3,Shop3-Shop1,1,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,1,,fab new list,,,,,ui main activity,shopping list name,shopping list name,,,,,shopping list edit activity,0.4274901909132799
Shop3,Shop3-Shop1,1,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,1,,fab new list,,,,,ui main activity,add shopping list,,,,,,shopping list edit activity,0.4316630760828654
Shop3,Shop3-Shop1,1,wrong,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,1,,fab new list,,,,,ui main activity,,,navigate,,,,shopping list edit activity,0.4316630760828654
Shop3,Shop3-Shop1,1,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,1,,fab new list,,,,,ui main activity,description,shopping list description,,,,,shopping list edit activity,0.4090891225884358
Shop3,Shop3-Shop1,1,wrong,android.widget.ImageButton,android.widget.Button,clickable,clickable,1,,fab new list,,,,,ui main activity,save,add shopping list,,,,,shopping list edit activity,0.45032548531889915
Shop3,Shop3-Shop1,1,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,2,,fab new list,,,,,ui main activity,grocery,shopping list name,,,,,shopping list edit activity,0.4274901909132799
Shop3,Shop3-Shop1,2,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,1,,list name,,,shopping list name,,ui main activity,shopping list name,shopping list name,,,,,shopping list edit activity,0.8105543421374427
Shop3,Shop3-Shop1,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0,,list name,,,shopping list name,,ui main activity,,fab,,,,,main activity,0.5493945702910423
Shop3,Shop3-Shop1,2,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,,list name,,,shopping list name,,ui main activity,shopping list,drawer layout,,,,,main activity,0.7225686646997929
Shop3,Shop3-Shop1,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0,,list name,,,shopping list name,,ui main activity,,drawer layout,open navigation drawer,,,,main activity,0.5838529970496893
Shop3,Shop3-Shop1,2,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,,list name,,,shopping list name,,ui main activity,shopping list add one use button,empty listview view,,,,,main activity,0.6038640758229626
Shop3,Shop3-Shop1,2,wrong,android.widget.EditText,android.widget.TextView,fillable,label,1,,list name,,,shopping list name,,ui main activity,add shopping list,,,,,,shopping list edit activity,0.5653410516679287
Shop3,Shop3-Shop1,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,,list name,,,shopping list name,,ui main activity,,,navigate,,,,shopping list edit activity,0.4316630760828654
Shop3,Shop3-Shop1,2,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,1,,list name,,,shopping list name,,ui main activity,description,shopping list description,,,,,shopping list edit activity,0.48607369098398423
Shop3,Shop3-Shop1,2,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,1,,list name,,,shopping list name,,ui main activity,save,add shopping list,,,,,shopping list edit activity,0.3673898946079943
Shop3,Shop3-Shop1,3,correct,android.widget.Button,android.widget.Button,clickable,clickable,2,okay,button,,,,,ui main activity,save,add shopping list,,,,,shopping list edit activity,0.24670935753319
Shop3,Shop3-Shop1,3,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,0,okay,button,,,,,ui main activity,,fab,,,,,main activity,0.5577621050179005
Shop3,Shop3-Shop1,3,wrong,android.widget.Button,android.widget.TextView,clickable,label,0,okay,button,,,,,ui main activity,shopping list,drawer layout,,,,,main activity,0.46248747408390045
Shop3,Shop3-Shop1,3,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,0,okay,button,,,,,ui main activity,,drawer layout,open navigation drawer,,,,main activity,0.653411254286766
Shop3,Shop3-Shop1,3,wrong,android.widget.Button,android.widget.TextView,clickable,label,0,okay,button,,,,,ui main activity,shopping list add one use button,empty listview view,,,,,main activity,0.42960136383771896
Shop3,Shop3-Shop1,3,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,1,okay,button,,,,,ui main activity,shopping list name,shopping list name,,,,,shopping list edit activity,0.2416735175583098
Shop3,Shop3-Shop1,3,wrong,android.widget.Button,android.widget.TextView,clickable,label,1,okay,button,,,,,ui main activity,add shopping list,,,,,,shopping list edit activity,0.27085188900431
Shop3,Shop3-Shop1,3,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,1,okay,button,,,,,ui main activity,,,navigate,,,,shopping list edit activity,0.4316630760828654
Shop3,Shop3-Shop1,3,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,1,okay,button,,,,,ui main activity,description,shopping list description,,,,,shopping list edit activity,0.2290344693594509
Shop3,Shop3-Shop1,3,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,2,okay,button,,,,,ui main activity,grocery,shopping list name,,,,,shopping list edit activity,0.22625178429815507
Shop3,Shop3-Shop2,1,correct,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0,,fab new list,,,,,ui main activity,add new list,name shopping list,,,,,br com vansact main app,0.4530255111555258
Shop3,Shop3-Shop2,1,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,0,,fab new list,,,,,ui main activity,shopping list,action bar title,,,,,br com vansact main app,0.28740958248575527
Shop3,Shop3-Shop2,1,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0,,fab new list,,,,,ui main activity,,action add,new list,,,,br com vansact main app,0.33305859814087546
Shop3,Shop3-Shop2,1,wrong,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,0,,fab new list,,,,,ui main activity,,action bar,option,,,,br com vansact main app,0.2925788747767607
Shop3,Shop3-Shop2,1,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,1,,fab new list,,,,,ui main activity,,,,,,,br com vansact main app,0.48273371656735736
Shop3,Shop3-Shop2,1,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,1,,fab new list,,,,,ui main activity,save,alert title,,,,,br com vansact main app,0.3078062652299801
Shop3,Shop3-Shop2,1,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,1,,fab new list,,,,,ui main activity,new shopping list,message,,,,,br com vansact main app,0.28823390478889144
Shop3,Shop3-Shop2,1,wrong,android.widget.ImageButton,android.widget.Button,clickable,clickable,1,,fab new list,,,,,ui main activity,cancel,button,,,,,br com vansact main app,0.3338466684023539
Shop3,Shop3-Shop2,1,wrong,android.widget.ImageButton,android.widget.Button,clickable,clickable,1,,fab new list,,,,,ui main activity,ok,button,,,,,br com vansact main app,0.3338466684023539
Shop3,Shop3-Shop2,1,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,2,,fab new list,,,,,ui main activity,grocery,,,,,,br com vansact main app,0.48273371656735736
Shop3,Shop3-Shop2,2,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,1,,list name,,,shopping list name,,ui main activity,,,,,,,br com vansact main app,0.48273371656735736
Shop3,Shop3-Shop2,2,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0,,list name,,,shopping list name,,ui main activity,add new list,name shopping list,,,,,br com vansact main app,0.6312051133977042
Shop3,Shop3-Shop2,2,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,,list name,,,shopping list name,,ui main activity,shopping list,action bar title,,,,,br com vansact main app,0.5434818060861694
Shop3,Shop3-Shop2,2,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0,,list name,,,shopping list name,,ui main activity,,action add,new list,,,,br com vansact main app,0.3036720554033915
Shop3,Shop3-Shop2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0,,list name,,,shopping list name,,ui main activity,,action bar,option,,,,br com vansact main app,0.27355628522733844
Shop3,Shop3-Shop2,2,wrong,android.widget.EditText,android.widget.TextView,fillable,label,1,,list name,,,shopping list name,,ui main activity,save,alert title,,,,,br com vansact main app,0.2729841437604692
Shop3,Shop3-Shop2,2,wrong,android.widget.EditText,android.widget.TextView,fillable,label,1,,list name,,,shopping list name,,ui main activity,new shopping list,message,,,,,br com vansact main app,0.4957420925299327
Shop3,Shop3-Shop2,2,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,1,,list name,,,shopping list name,,ui main activity,cancel,button,,,,,br com vansact main app,0.2534523896045155
Shop3,Shop3-Shop2,2,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,2,,list name,,,shopping list name,,ui main activity,grocery,,,,,,br com vansact main app,0.5151331971089045
Shop3,Shop3-Shop2,3,correct,android.widget.Button,android.widget.Button,clickable,clickable,2,okay,button,,,,,ui main activity,ok,button,,,,,br com vansact main app,0.7798377838399676
Shop3,Shop3-Shop2,3,wrong,android.widget.Button,android.widget.TextView,clickable,clickable,0,okay,button,,,,,ui main activity,add new list,name shopping list,,,,,br com vansact main app,0.2592446795768208
Shop3,Shop3-Shop2,3,wrong,android.widget.Button,android.widget.TextView,clickable,label,0,okay,button,,,,,ui main activity,shopping list,action bar title,,,,,br com vansact main app,0.2667377756701575
Shop3,Shop3-Shop2,3,wrong,android.widget.Button,android.widget.TextView,clickable,clickable,0,okay,button,,,,,ui main activity,,action add,new list,,,,br com vansact main app,0.31044437984625495
Shop3,Shop3-Shop2,3,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,0,okay,button,,,,,ui main activity,,action bar,option,,,,br com vansact main app,0.35978670666615165
Shop3,Shop3-Shop2,3,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,1,okay,button,,,,,ui main activity,,,,,,,br com vansact main app,0.48273371656735736
Shop3,Shop3-Shop2,3,wrong,android.widget.Button,android.widget.TextView,clickable,label,1,okay,button,,,,,ui main activity,save,alert title,,,,,br com vansact main app,0.26706967171695495
Shop3,Shop3-Shop2,3,wrong,android.widget.Button,android.widget.TextView,clickable,label,1,okay,button,,,,,ui main activity,new shopping list,message,,,,,br com vansact main app,0.23921827640798354
Shop3,Shop3-Shop2,3,wrong,android.widget.Button,android.widget.Button,clickable,clickable,1,okay,button,,,,,ui main activity,cancel,button,,,,,br com vansact main app,0.5419122295247184
Shop3,Shop3-Shop2,3,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,2,okay,button,,,,,ui main activity,grocery,,,,,,br com vansact main app,0.2724331865708033
Shop4,Shop4-Shop1,1,correct,android.widget.TextView,android.widget.ImageButton,clickable,clickable,0,new list,title,,,,,shopping activity,,fab,,,,,main activity,0.2993399426341057
Shop4,Shop4-Shop1,1,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0,new list,title,,,,,shopping activity,shopping list,drawer layout,,,,,main activity,0.41541967292626697
Shop4,Shop4-Shop1,1,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,0,new list,title,,,,,shopping activity,,drawer layout,open navigation drawer,,,,main activity,0.3404833488166332
Shop4,Shop4-Shop1,1,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0,new list,title,,,,,shopping activity,shopping list add one use button,empty listview view,,,,,main activity,0.418412613372008
Shop4,Shop4-Shop1,1,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,1,new list,title,,,,,shopping activity,shopping list name,shopping list name,,,,,shopping list edit activity,0.5950203239917755
Shop4,Shop4-Shop1,1,wrong,android.widget.TextView,android.widget.TextView,clickable,label,1,new list,title,,,,,shopping activity,add shopping list,,,,,,shopping list edit activity,0.8208184018731117
Shop4,Shop4-Shop1,1,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,1,new list,title,,,,,shopping activity,,,navigate,,,,shopping list edit activity,1.0
Shop4,Shop4-Shop1,1,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,1,new list,title,,,,,shopping activity,description,shopping list description,,,,,shopping list edit activity,0.47222475210825604
Shop4,Shop4-Shop1,1,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,1,new list,title,,,,,shopping activity,save,add shopping list,,,,,shopping list edit activity,0.39102862526973087
Shop4,Shop4-Shop1,1,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,2,new list,title,,,,,shopping activity,list,shopping list name,,,,,shopping list edit activity,0.7373100171486536
Shop4,Shop4-Shop1,1,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,3,new list,title,,,,,shopping activity,list,shopping list name,,,,,main activity,0.5871345177292824
Shop4,Shop4-Shop1,1,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,3,new list,title,,,,,shopping activity,complete,percent,,,,list,main activity,0.27128779763976735
Shop4,Shop4-Shop1,1,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,3,new list,title,,,,,shopping activity,item,item count,,,,complete,main activity,0.2926725496848424
Shop4,Shop4-Shop1,1,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,3,new list,title,,,,,shopping activity,just now,shopping list modification date,,,,item,main activity,0.28922316431999207
Shop4,Shop4-Shop1,1,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,4,new list,title,,,,,shopping activity,,fab,,,,,shopping list view activity,0.5246031917631626
Shop4,Shop4-Shop1,1,wrong,android.widget.TextView,android.widget.TextView,clickable,label,4,new list,title,,,,,shopping activity,list,,,,,,shopping list view activity,1.0
Shop4,Shop4-Shop1,1,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,4,new list,title,,,,,shopping activity,,,navigate,,,,shopping list view activity,1.0
Shop4,Shop4-Shop1,1,wrong,android.widget.TextView,android.widget.TextView,clickable,label,4,new list,title,,,,,shopping activity,item list add one use button,empty listview view,,,,,shopping list view activity,0.5685881127913793
Shop4,Shop4-Shop1,1,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,5,new list,title,,,,,shopping activity,save,add shopping list,,,,,item edit activity,0.2628902445236842
Shop4,Shop4-Shop1,1,wrong,android.widget.TextView,android.widget.TextView,clickable,label,5,new list,title,,,,,shopping activity,add item,,,,,,item edit activity,0.43376241624355316
Shop4,Shop4-Shop1,1,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,5,new list,title,,,,,shopping activity,,,navigate,,,,item edit activity,0.6155848577618599
Shop4,Shop4-Shop1,1,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,5,new list,title,,,,,shopping activity,item name,item name edit text,,,,,item edit activity,0.32862407248467207
