src_app,target_app,src_event_index,target_label,src_class,target_class,src_type,target_type,target_event_index,src_text,src_id,src_content_desc,src_hint,src_atm_neighbor,src_file_name,target_text,target_id,target_content_desc,target_hint,target_atm_neighbor,target_file_name,w2v
a11b2,a11b2-a14b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,search,search,,,,,,open bookmark,,,,icon bookmark,0.504219568
a11b2,a11b2-a14b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,search,search,,,,,,open history,,,,ic action history,0.503083062
a11b2,a11b2-a14b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,search,search,,,,,,open pas,,,,icon key,0.503083062
a11b2,a11b2-a14b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,search,search,,,,,,omnibox refresh,,,,ic action refresh,0.459748971
a11b2,a11b2-a14b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,search,search,,,,,,omnibox overflow,,,,ic action overflow,0.496430647
a11b2,a11b2-a14b2,1,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,3,search,search,,,,,,,search ic website,,,,1
a11b2,a11b2-a14b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,3,search,search,,,,,,,toggle navigation,,,,0.470788419
a11b2,a11b2-a14b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,3,search,search,,,,,,,previous,,,,0.498720825
a11b2,a11b2-a14b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,3,search,search,,,,,,,next,,,,0.479719907
a11b2,a11b2-a14b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,3,search,search,,,,,,omnibox refresh,,,,ic action refresh,0.459748971
a11b2,a11b2-a14b2,2,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,3,http www ic uci edu,search,,,,,http www ic uci edu,main omnibox input,,,,,3.99999994
a11b2,a11b2-a14b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0,http www ic uci edu,search,,,,,,float button ok,,,,check white,1.951888481
a11b2,a11b2-a14b2,2,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,http www ic uci edu,search,,,,,changelog,dialog title,,,,,1.126065159
a11b2,a11b2-a14b2,2,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0,http www ic uci edu,search,,,,,project site http github com scoute dich browser changelog blob master md version please read help dialog information  new track header button tab preview save website pdf show link context menu fix apply cookie whitelist switch scroll issue screen rotation update ui spanish translation thanks herman nu ez chinese smallgat,dialog,,,,,3.675094008
a11b2,a11b2-a14b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0,http www ic uci edu,search,,,,,,float button help,,,,icon help,1.960799021
a11b2,a11b2-a14b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0,http www ic uci edu,search,,,,,,float button setting,,,,icon setting,2.076903346
a11b2,a11b2-a14b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http www ic uci edu,search,,,,,,open new tab,,,,icon earth,1.892575881
a11b2,a11b2-a14b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http www ic uci edu,search,,,,,,open bookmark,,,,icon bookmark,1.645301878
a11b2,a11b2-a14b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http www ic uci edu,search,,,,,,open history,,,,ic action history,2.193602693
a11b2,a11b2-a14b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http www ic uci edu,search,,,,,,open pas,,,,icon key,1.802431583
a11b2,a11b2-a14b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http www ic uci edu,search,,,,,,omnibox refresh,,,,ic action refresh,2.195519453
a11b2,a11b2-a14b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http www ic uci edu,search,,,,,,omnibox overflow,,,,ic action overflow,2.243257195
a11b2,a11b2-a14b2,2,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,3,http www ic uci edu,search,,,,,,,search ic website,,,,2.17738384
a11b2,a11b2-a14b2,2,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,3,http www ic uci edu,search,,,,,,,toggle navigation,,,,1.123219281
a11b2,a11b2-a14b2,2,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,3,http www ic uci edu,search,,,,,,,previous,,,,0.665625036
a11b2,a11b2-a14b2,2,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,3,http www ic uci edu,search,,,,,,,next,,,,0.746156216
a11b2,a11b2-a14b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,3,http www ic uci edu,search,,,,,,omnibox refresh,,,,ic action refresh,2.195519453
a11b2,a11b2-a15b2,1,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,2,search,search,,,,,search enter address,url view,,,,,1
a11b2,a11b2-a15b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,0,search,search,,,,,skip,skip,,,,,0.484310001
a11b2,a11b2-a15b2,1,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,search,search,,,,,power privacy,title,,,,,0.57100035
a11b2,a11b2-a15b2,1,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,search,search,,,,,take private browsing next level block ad content track across site bog page load time,,,,,,0.590288818
a11b2,a11b2-a15b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,0,search,search,,,,,next,next,,,,,0.479719907
a11b2,a11b2-a15b2,1,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,3,search,search,,,,,http www ic uci edu,display url,,,,,0.516098619
a11b2,a11b2-a15b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,3,search,search,,,,,,menu view,option,,,ic menu,0.45135709
a11b2,a11b2-a15b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,3,search,search,,,,,,erase,erase browsing history,,,ic delete,0.590288818
a11b2,a11b2-a15b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,4,search,search,,,,,,clear view,clear input,,,ic clear,0.564920902
a11b2,a11b2-a15b2,1,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,4,search,search,,,,,,,search ic website,,,,1
a11b2,a11b2-a15b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,4,search,search,,,,,,,toggle navigation,,,,0.470788419
a11b2,a11b2-a15b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,4,search,search,,,,,,,previous,,,,0.498720825
a11b2,a11b2-a15b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,4,search,search,,,,,,,next,,,,0.479719907
a11b2,a11b2-a15b2,2,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,4,http www ic uci edu,search,,,,,http www ic uci edu,url view,,,,,3.99999994
a11b2,a11b2-a15b2,2,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,0,http www ic uci edu,search,,,,,skip,skip,,,,,0.752878666
a11b2,a11b2-a15b2,2,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,http www ic uci edu,search,,,,,power privacy,title,,,,,1.165357232
a11b2,a11b2-a15b2,2,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,http www ic uci edu,search,,,,,take private browsing next level block ad content track across site bog page load time,,,,,,2.442527086
a11b2,a11b2-a15b2,2,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,0,http www ic uci edu,search,,,,,next,next,,,,,0.746156216
a11b2,a11b2-a15b2,2,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,3,http www ic uci edu,search,,,,,http www ic uci edu,display url,,,,,3.99999994
a11b2,a11b2-a15b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,3,http www ic uci edu,search,,,,,,menu view,option,,,ic menu,2.16971215
a11b2,a11b2-a15b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,3,http www ic uci edu,search,,,,,,erase,erase browsing history,,,ic delete,1.993794993
a11b2,a11b2-a15b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,4,http www ic uci edu,search,,,,,,clear view,clear input,,,ic clear,2.208437991
a11b2,a11b2-a15b2,2,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,4,http www ic uci edu,search,,,,,,,search ic website,,,,2.17738384
a11b2,a11b2-a15b2,2,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,4,http www ic uci edu,search,,,,,,,toggle navigation,,,,1.123219281
a11b2,a11b2-a15b2,2,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,4,http www ic uci edu,search,,,,,,,previous,,,,0.665625036
a11b2,a11b2-a15b2,2,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,4,http www ic uci edu,search,,,,,,,next,,,,0.746156216
a13b2,a13b2-a14b2,0,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,1,http duckduckgo com kao kak,url edittext,,,,,search type url,main omnibox input,,,,,1.184778273
a13b2,a13b2-a14b2,0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0,http duckduckgo com kao kak,url edittext,,,,,,float button ok,,,,check white,1.195292839
a13b2,a13b2-a14b2,0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,http duckduckgo com kao kak,url edittext,,,,,changelog,dialog title,,,,,0.980375209
a13b2,a13b2-a14b2,0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0,http duckduckgo com kao kak,url edittext,,,,,project site http github com scoute dich browser changelog blob master md version please read help dialog information  new track header button tab preview save website pdf show link context menu fix apply cookie whitelist switch scroll issue screen rotation update ui spanish translation thanks herman nu ez chinese smallgat,dialog,,,,,1.99999994
a13b2,a13b2-a14b2,0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0,http duckduckgo com kao kak,url edittext,,,,,,float button help,,,,icon help,1.224556518
a13b2,a13b2-a14b2,0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0,http duckduckgo com kao kak,url edittext,,,,,,float button setting,,,,icon setting,1.195292839
a13b2,a13b2-a14b2,0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http duckduckgo com kao kak,url edittext,,,,,,open new tab,,,,icon earth,0.986493784
a13b2,a13b2-a14b2,0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http duckduckgo com kao kak,url edittext,,,,,,open bookmark,,,,icon bookmark,1.039812478
a13b2,a13b2-a14b2,0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http duckduckgo com kao kak,url edittext,,,,,,open history,,,,ic action history,1.000314724
a13b2,a13b2-a14b2,0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http duckduckgo com kao kak,url edittext,,,,,,open pas,,,,icon key,1.064217147
a13b2,a13b2-a14b2,0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http duckduckgo com kao kak,url edittext,,,,,,omnibox refresh,,,,ic action refresh,1.028107291
a13b2,a13b2-a14b2,0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http duckduckgo com kao kak,url edittext,,,,,,omnibox overflow,,,,ic action overflow,1.152205861
a13b2,a13b2-a14b2,0,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,3,http duckduckgo com kao kak,url edittext,,,,,,,search ic website,,,,1.411527038
a13b2,a13b2-a14b2,0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,3,http duckduckgo com kao kak,url edittext,,,,,,,toggle navigation,,,,1.08748886
a13b2,a13b2-a14b2,0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,3,http duckduckgo com kao kak,url edittext,,,,,,,previous,,,,0.665250719
a13b2,a13b2-a14b2,0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,3,http duckduckgo com kao kak,url edittext,,,,,,,next,,,,0.705642223
a13b2,a13b2-a14b2,0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,3,http duckduckgo com kao kak,url edittext,,,,,,omnibox refresh,,,,ic action refresh,1.028107291
a13b2,a13b2-a14b2,1,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,2,http duckduckgo com kao kak,url edittext,,,,,search type url,main omnibox input,,,,,1.184778273
a13b2,a13b2-a14b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0,http duckduckgo com kao kak,url edittext,,,,,,float button ok,,,,check white,1.195292839
a13b2,a13b2-a14b2,1,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,http duckduckgo com kao kak,url edittext,,,,,changelog,dialog title,,,,,0.980375209
a13b2,a13b2-a14b2,1,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0,http duckduckgo com kao kak,url edittext,,,,,project site http github com scoute dich browser changelog blob master md version please read help dialog information  new track header button tab preview save website pdf show link context menu fix apply cookie whitelist switch scroll issue screen rotation update ui spanish translation thanks herman nu ez chinese smallgat,dialog,,,,,1.99999994
a13b2,a13b2-a14b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0,http duckduckgo com kao kak,url edittext,,,,,,float button help,,,,icon help,1.224556518
a13b2,a13b2-a14b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0,http duckduckgo com kao kak,url edittext,,,,,,float button setting,,,,icon setting,1.195292839
a13b2,a13b2-a14b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http duckduckgo com kao kak,url edittext,,,,,,open new tab,,,,icon earth,0.986493784
a13b2,a13b2-a14b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http duckduckgo com kao kak,url edittext,,,,,,open bookmark,,,,icon bookmark,1.039812478
a13b2,a13b2-a14b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http duckduckgo com kao kak,url edittext,,,,,,open history,,,,ic action history,1.000314724
a13b2,a13b2-a14b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http duckduckgo com kao kak,url edittext,,,,,,open pas,,,,icon key,1.064217147
a13b2,a13b2-a14b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http duckduckgo com kao kak,url edittext,,,,,,omnibox refresh,,,,ic action refresh,1.028107291
a13b2,a13b2-a14b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http duckduckgo com kao kak,url edittext,,,,,,omnibox overflow,,,,ic action overflow,1.152205861
a13b2,a13b2-a14b2,1,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,3,http duckduckgo com kao kak,url edittext,,,,,,,search ic website,,,,1.411527038
a13b2,a13b2-a14b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,3,http duckduckgo com kao kak,url edittext,,,,,,,toggle navigation,,,,1.08748886
a13b2,a13b2-a14b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,3,http duckduckgo com kao kak,url edittext,,,,,,,previous,,,,0.665250719
a13b2,a13b2-a14b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,3,http duckduckgo com kao kak,url edittext,,,,,,,next,,,,0.705642223
a13b2,a13b2-a14b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,3,http duckduckgo com kao kak,url edittext,,,,,,omnibox refresh,,,,ic action refresh,1.028107291
a13b2,a13b2-a14b2,2,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,3,http www ic uci edu,url edittext,,,,,http www ic uci edu,main omnibox input,,,,,3.99999994
a13b2,a13b2-a14b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0,http www ic uci edu,url edittext,,,,,,float button ok,,,,check white,1.951888481
a13b2,a13b2-a14b2,2,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,http www ic uci edu,url edittext,,,,,changelog,dialog title,,,,,1.126065159
a13b2,a13b2-a14b2,2,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0,http www ic uci edu,url edittext,,,,,project site http github com scoute dich browser changelog blob master md version please read help dialog information  new track header button tab preview save website pdf show link context menu fix apply cookie whitelist switch scroll issue screen rotation update ui spanish translation thanks herman nu ez chinese smallgat,dialog,,,,,3.675094008
a13b2,a13b2-a14b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0,http www ic uci edu,url edittext,,,,,,float button help,,,,icon help,1.960799021
a13b2,a13b2-a14b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0,http www ic uci edu,url edittext,,,,,,float button setting,,,,icon setting,2.076903346
a13b2,a13b2-a14b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http www ic uci edu,url edittext,,,,,,open new tab,,,,icon earth,1.892575881
a13b2,a13b2-a14b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http www ic uci edu,url edittext,,,,,,open bookmark,,,,icon bookmark,1.645301878
a13b2,a13b2-a14b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http www ic uci edu,url edittext,,,,,,open history,,,,ic action history,2.193602693
a13b2,a13b2-a14b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http www ic uci edu,url edittext,,,,,,open pas,,,,icon key,1.802431583
a13b2,a13b2-a14b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http www ic uci edu,url edittext,,,,,,omnibox refresh,,,,ic action refresh,2.195519453
a13b2,a13b2-a14b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1,http www ic uci edu,url edittext,,,,,,omnibox overflow,,,,ic action overflow,2.243257195
a13b2,a13b2-a14b2,2,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,3,http www ic uci edu,url edittext,,,,,,,search ic website,,,,2.17738384
a13b2,a13b2-a14b2,2,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,3,http www ic uci edu,url edittext,,,,,,,toggle navigation,,,,1.123219281
a13b2,a13b2-a14b2,2,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,3,http www ic uci edu,url edittext,,,,,,,previous,,,,0.665625036
a13b2,a13b2-a14b2,2,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,3,http www ic uci edu,url edittext,,,,,,,next,,,,0.746156216
a13b2,a13b2-a14b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,3,http www ic uci edu,url edittext,,,,,,omnibox refresh,,,,ic action refresh,2.195519453
a13b2,a13b2-a15b2,1,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,2,http duckduckgo com kao kak,url edittext,,,,,search enter address,url view,,,,,1.23022747
a13b2,a13b2-a15b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,0,http duckduckgo com kao kak,url edittext,,,,,skip,skip,,,,,0.710968375
a13b2,a13b2-a15b2,1,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,http duckduckgo com kao kak,url edittext,,,,,power privacy,title,,,,,0.795606747
a13b2,a13b2-a15b2,1,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,http duckduckgo com kao kak,url edittext,,,,,take private browsing next level block ad content track across site bog page load time,,,,,,1.260496795
a13b2,a13b2-a15b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,0,http duckduckgo com kao kak,url edittext,,,,,next,next,,,,,0.705642223
a13b2,a13b2-a15b2,1,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,3,http duckduckgo com kao kak,url edittext,,,,,http www ic uci edu,display url,,,,,1.915017366
a13b2,a13b2-a15b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,3,http duckduckgo com kao kak,url edittext,,,,,,menu view,option,,,ic menu,1.039043221
a13b2,a13b2-a15b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,3,http duckduckgo com kao kak,url edittext,,,,,,erase,erase browsing history,,,ic delete,1.293022215
a13b2,a13b2-a15b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,4,http duckduckgo com kao kak,url edittext,,,,,,clear view,clear input,,,ic clear,0.986170658
a13b2,a13b2-a15b2,1,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,4,http duckduckgo com kao kak,url edittext,,,,,,,search ic website,,,,1.411527038
a13b2,a13b2-a15b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,4,http duckduckgo com kao kak,url edittext,,,,,,,toggle navigation,,,,1.08748886
a13b2,a13b2-a15b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,4,http duckduckgo com kao kak,url edittext,,,,,,,previous,,,,0.665250719
a13b2,a13b2-a15b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,4,http duckduckgo com kao kak,url edittext,,,,,,,next,,,,0.705642223
a13b2,a13b2-a15b2,2,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,4,http www ic uci edu,url edittext,,,,,http www ic uci edu,url view,,,,,3.99999994
a13b2,a13b2-a15b2,2,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,0,http www ic uci edu,url edittext,,,,,skip,skip,,,,,0.752878666
a13b2,a13b2-a15b2,2,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,http www ic uci edu,url edittext,,,,,power privacy,title,,,,,1.165357232
a13b2,a13b2-a15b2,2,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,http www ic uci edu,url edittext,,,,,take private browsing next level block ad content track across site bog page load time,,,,,,2.442527086
a13b2,a13b2-a15b2,2,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,0,http www ic uci edu,url edittext,,,,,next,next,,,,,0.746156216
a13b2,a13b2-a15b2,2,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,3,http www ic uci edu,url edittext,,,,,http www ic uci edu,display url,,,,,3.99999994
a13b2,a13b2-a15b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,3,http www ic uci edu,url edittext,,,,,,menu view,option,,,ic menu,2.16971215
a13b2,a13b2-a15b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,3,http www ic uci edu,url edittext,,,,,,erase,erase browsing history,,,ic delete,1.993794993
a13b2,a13b2-a15b2,2,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,4,http www ic uci edu,url edittext,,,,,,clear view,clear input,,,ic clear,2.208437991
a13b2,a13b2-a15b2,2,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,4,http www ic uci edu,url edittext,,,,,,,search ic website,,,,2.17738384
a13b2,a13b2-a15b2,2,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,4,http www ic uci edu,url edittext,,,,,,,toggle navigation,,,,1.123219281
a13b2,a13b2-a15b2,2,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,4,http www ic uci edu,url edittext,,,,,,,previous,,,,0.665625036
a13b2,a13b2-a15b2,2,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,4,http www ic uci edu,url edittext,,,,,,,next,,,,0.746156216
a14b2,a14b2-a15b2,0,correct,android.widget.ImageButton,android.widget.Button,clickable,clickable,0,,float button ok,,,,check white,skip,skip,,,,,0.673583472
a14b2,a14b2-a15b2,0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,0,,float button ok,,,,check white,power privacy,title,,,,,1.033820611
a14b2,a14b2-a15b2,0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,0,,float button ok,,,,check white,take private browsing next level block ad content track across site bog page load time,,,,,,2.982496798
a14b2,a14b2-a15b2,0,wrong,android.widget.ImageButton,android.widget.Button,clickable,clickable,0,,float button ok,,,,check white,next,next,,,,,0.678346753
a14b2,a14b2-a15b2,0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,1,,float button ok,,,,check white,search enter address,url view,,,,,1.566458046
a14b2,a14b2-a15b2,0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,1,,float button ok,,,,check white,automatic private browsing browse erase repeat,,,,,,2.720451146
a14b2,a14b2-a15b2,0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,3,,float button ok,,,,check white,http www ic uci edu,display url,,,,,1.951888481
a14b2,a14b2-a15b2,0,wrong,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,3,,float button ok,,,,check white,,menu view,option,,,ic menu,2.356535786
a14b2,a14b2-a15b2,0,wrong,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,3,,float button ok,,,,check white,,erase,erase browsing history,,,ic delete,1.99154073
a14b2,a14b2-a15b2,0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,4,,float button ok,,,,check white,http www ic uci edu,url view,,,,,2.168764979
a14b2,a14b2-a15b2,0,wrong,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,4,,float button ok,,,,check white,,clear view,clear input,,,ic clear,2.443344194
a14b2,a14b2-a15b2,0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,4,,float button ok,,,,check white,,,search ic website,,,,1.649223775
a14b2,a14b2-a15b2,0,wrong,android.widget.ImageButton,android.widget.Button,clickable,clickable,4,,float button ok,,,,check white,,,toggle navigation,,,,1.26987319
a14b2,a14b2-a15b2,0,wrong,android.widget.ImageButton,android.widget.Button,clickable,clickable,4,,float button ok,,,,check white,,,previous,,,,0.665280318
a14b2,a14b2-a15b2,0,wrong,android.widget.ImageButton,android.widget.Button,clickable,clickable,4,,float button ok,,,,check white,,,next,,,,0.678346753
a14b2,a14b2-a15b2,1,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,1,search type url,main omnibox input,,,,,search enter address,url view,,,,,2.397053182
a14b2,a14b2-a15b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,0,search type url,main omnibox input,,,,,skip,skip,,,,,0.630432791
a14b2,a14b2-a15b2,1,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,search type url,main omnibox input,,,,,power privacy,title,,,,,0.872856662
a14b2,a14b2-a15b2,1,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0,search type url,main omnibox input,,,,,take private browsing next level block ad content track across site bog page load time,,,,,,1.978853345
a14b2,a14b2-a15b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,0,search type url,main omnibox input,,,,,next,next,,,,,0.607987523
a14b2,a14b2-a15b2,1,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,3,search type url,main omnibox input,,,,,http www ic uci edu,display url,,,,,1.614531547
a14b2,a14b2-a15b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,3,search type url,main omnibox input,,,,,,menu view,option,,,ic menu,1.463212878
a14b2,a14b2-a15b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,3,search type url,main omnibox input,,,,,,erase,erase browsing history,,,ic delete,1.736107171
a14b2,a14b2-a15b2,1,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,4,search type url,main omnibox input,,,,,,clear view,clear input,,,ic clear,1.42942434
a14b2,a14b2-a15b2,1,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,4,search type url,main omnibox input,,,,,,,search ic website,,,,2.098664939
a14b2,a14b2-a15b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,4,search type url,main omnibox input,,,,,,,toggle navigation,,,,1.306621599
a14b2,a14b2-a15b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,4,search type url,main omnibox input,,,,,,,previous,,,,0.628490764
a14b2,a14b2-a15b2,1,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,4,search type url,main omnibox input,,,,,,,next,,,,0.607987523
a14b2,a14b2-a15b2,2,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,2,search type url,main omnibox input,,,,,search enter address,url view,,,,,2.397053182
